uh,0.384222,0.871655,1.27259,29128
uh,0.298912,0.905436,1.27366,28448
uh,0.373376,0.909867,1.27403,28681
uh,0.325754,0.910133,1.27422,24239
uh,0.35396,0.888755,1.27405,22515
uh,0.352513,0.916682,1.27454,29609
uh,0.335123,0.930403,1.27412,26254
uh,0.337535,0.944183,1.27461,26857
uh,0.283603,0.922878,1.27369,25690
uh,0.347764,0.933219,1.27339,27244
