lg,0.342992,1.12851,1.26729,38211
lg,0.32866,0.719234,1.26737,26483
lg,0.331392,1.11386,1.26822,30613
lg,0.313885,1.0707,1.26798,27383
lg,0.267579,1.04642,1.26779,32175
lg,0.336435,1.12004,1.26733,30740
lg,0.39839,1.12608,1.26656,36712
lg,0.344648,1.13488,1.26876,26381
lg,0.383211,1.12319,1.26732,29841
lg,0.311325,1.06457,1.26695,36940
